PRODUCT,ANSWER_12
ServiceInsight,I do not have sufficient access level to use this tool to its potential as I have with MP2 and other CMMS systems.
ServiceInsight,"It is frustrating that more than one person can't be in a work order. The WO gets locked and then you can't make edits.  PO information that goes with the WO is a hassle to track down. Something more seamless or easier to get to would be better (possible PO# listed in the ""log"") CPI status should trigger a notification/email to the FC or FM for work to be inspected.  Re-send option for CAT5 approval emails to the client - or auto re-send after 24/36 hours without acknowledgement of the request. Added CAS field where the Activity/BOMA code can be selected prior to PRL - The Activity/BOMA codes do not align with every budget BOMA code based on the WO  description/problem. Being able to select all the financial information prior to PRL would make for less edits on PO's.  "
ServiceInsight,"There's a lot to learn about SI7. It has a lot of perks and just as many glitches. I'm a computer savvy person and it's still a difficult application for me to navigate. I will say, like with anything, the more time invested using the app the easier its become to manage. This is in direct response to the difficulty of SI7.   The app doesn't populate everything that is requested. I often have to hit refresh on the browser when i bring up my call list because it doesn't bring up all of my WOs. I've entered a CAS to create a PO and the PO doesn't generate in coupa. Just things like that would help if they were cleaned up. Maybe streamline the app better. Make a GUI for each level of clearance as far as access to the app. So a tech's GUI would look different than an FM/FC. Not just making the links inaccessible. "
ServiceInsight,"User feedback: Not easy or intuitive to fill in problem code and other drop downs - takes too long to search for an appropriate choice and so some users just end of selecting anything randomly.  No way to flag as urgent and no indication of how long you should expect service to be provided.  Sometimes you get an email after quite some time has passed that tells you your service date is several weeks from then.  No message to tell you to call instead of use the website if it is an emergency - this is a problem  Emails that say your request is complete typically have no information as to what was done - just say ""complete""  Attaching files/pictures is clunky and when I ask the CBRE person if they saw it they often say ""no"" - clunky for them as well?  Should add ""Building Exterior"" and ""Roof"" to Floor selection drop down"
ServiceInsight,It's very slow to create WO's and navigate SI
ServiceInsight,"Not the most user friendly when creating a WO, Trying to ensure we have the right caller infomation is hard to confirm by email address, It would be great if we could pull caller information by their EID number assigned to them by our clients instead. When creating a request Trying to find the site in question is tricky, If there was a search feature to locate the site my their mail or location code would help."
ServiceInsight,SI7 is a big component to getting our work done. The biggest issue iv'e had is being locked out for 10+ days with limited ability to perform my job. I feel local admins should have reset/lockout permissions back to help streamline our issues.
ServiceInsight,Filters to select WO's from different aspects don't work sometimes properly. I would improve that as well as reporting section fort he specific sites. 
ServiceInsight,If there was an option to open work orders in a new browser window when selecting them from a loaded site search screen that would be great.  The way it is now if I am looking for a specific work order if I click on one from the list and it's not the one I'm looking for every time I hit the back button I must rerun the site search.
ServiceInsight,After 8 AM Central Time service insight is slow to load. Having to wait for new screen to load can be frustrating at times. 
ServiceInsight,condense the job step process. Ability to stay logged into mobile tech IMFM app rather than being logged out when closing app. Less steps to see closed work orders on mobile app and desktop app. 
ServiceInsight,"In iMFM have the work orders change color as they get closer to the due dates. Green when they are on time, yellow as they approach the due date, and red when they late. "
ServiceInsight,I WOULD LIKE FOR SI7 TO COMMUNICATE MORE WITH COUPA. CHANGES THAT ARE MADE IN SI7 I WOULD LIKE FOR IT TO FLOW TO COUPA
ServiceInsight,"I only use the iMFM portal, not SI portal. One thing i would like to have improved in iMFM is when creating multiple self-generated completed work orders in a row. I can search the key word for the first one just fine, but when I go to create a second one right after the first, the key word(s) do not show. I then have to close iMFM, log back in, and then create the new self-gen completed work order. It's a bit annoying having to do this process. I feel this is an area where improvement would be appreciated. Thank you."
ServiceInsight,"The system is clunky, kicks you out often while working and there are areas that definitely could use some updating to make users jobs easier. It often feels very outdated."
ServiceInsight,Not very intuitive for picking correct categories.  On my mobile and desktop it doesn't remember me and I have to go through long log in's each time which is frustrating.  
ServiceInsight,"Users are locked out frequently requiring assistance in e-mailing service desk for unlocks and submitting new passwords, etc. Then, due to the changes in passwords, they are likely to lock themselves out again. I understand this is largely an ""end-user"" issue, but it is a recurring issue at many sites. Perhaps lowering the threshold for the password would be helpful. A 4-digit pin is easier and more manageable for technicians than intricate password requirements (which inevitably are written down in a handy location so they can remember it thus defeating any security provided by an intricate password).  Streamlining the password / unlock request process. Is it necessary to have to contact support? Could this process not be automated using the technicians e-mail or other two factor authentication? This would eliminate the requirement to e-mail or call support. And theoretically (and I hate to sound like an MBA) but could cut costs for the service center or allow them to refocus their efforts to solving other issues.  Better access to associated PMs and WOs associated with assets and generated PM work orders. For me to look at the past PMs for a monthly generated work order, I have to go to the relevant WO, click on the equipment tab, click the equipment number, click on order history, then organize by date to find the older work orders. This is not intuitive, and with the limited access frontline supervisors and managers have to search, reports, and equipment detail, it is not feasible to search assets and draw relevant information, history, etc.  On-site supervisors and manager don't have adequate control over PM generation and Asset management meaning we have to submit asset changes to our SI7 manager to make relevant changes. This is time consuming and takes the control from the individuals with the knowledge need to be inserted and creating an unnecessary middle step to the process.  Last, if there was a way in which work orders could be generated real-time on a monitor, it could be incredibly helpful. For our sites that used used TMS CMMS system, when a work order was generated it would automatically print the order on the shop printer and we would immediately know that a WO had come in. It also gave us a physical copy to hand to technicians for them to read the relevant details, complete the assigned task, then enter the completion info into CMMS. A similar system, printed or perhaps displayed on a monitor in work areas would allow such real-time acknowledgment of entered orders. "
ServiceInsight,"Please add ""change problem code"" and ""change/set location"" to the mobile app. "
ServiceInsight,se podría tener una opción para cambiar de estado las WO PM en vez de cambiar de a una  por lo demás muy buena app
ServiceInsight,"Sit down with or do a teams meeting with a few users at our site and create, research and approve a few work orders to see how we use it and how it is not user friendly.  I will be glad to setup a few users on a teams meeting with you.  [Email]"
ServiceInsight,"it would be nice to receive ""training"" on the SI7 to better understand what all it has to offer. Everything I know on the SI7 app is what I learned by trial and error.  very little training was offered to me when I came back to CBRE almost 4 years ago.  We have had one training day on Teams with Ms. Frenetta Tate.  I, along with several others of my team, have had little class training time on this app.  I probably could be doing something in an easier fashion if I only knew the system better.  I typically use my phone app to complete most of my work on SI7.  I'm not comfortable or understand SI7 enough to"
ServiceInsight,"The IMFM format works better for entering work orders, but lacks the flexibility and control that SI7 has in the desktop format"
ServiceInsight,maybe add in some more problem code or equipment group categories to list
ServiceInsight,"I think the usability must be easier. SI7 presents some troubles when we change languages, for example."
ServiceInsight,"I think SI7 is outdated i.e. the layout, the colours, etc. I would be grateful if the 'change category' box can be eliminated from popping up every time a request is opened."
ServiceInsight,"I use SI7 for the majority of my CBRE work, as it gives me more flexibility and visibility on which vendors are actually being dispatched to. With the huge dispatch matrixes for all of the services, it's almost impossible to keep track of which does what and who is primary and secondary and tertiary and who has a tech to make ServiceInsight very useful.   "
ServiceInsight,"takes time to open and navigate through and WOs, assigning WOs need to be done individually which sometime it is time consuming need some flexibility especially in search tools, it is not user friendly when need to look for assets and PMs "
ServiceInsight,PM reporting could be better; missing the option to store building details at the building level with ease of access/reporting of those items
ServiceInsight,"Cost code selection is slow, and will erase input if done before the cost code has time to load - No Popup to show when session has become inactive - Login screen is unsecure (for me to 'log in' is to just delete the section of the url 'https://sso.mainstreamsasp.com/PRD00177CFG/log in' "" - After creating a WO, if creating a second one, and switching back to the first, the title will duplicate to the other one, and affect both (or all if more then 2). This causes confusion for the vendor.  If you want to see these issues, I can show you. Email: [email]."
ServiceInsight,A little vague on the meaning and purpose of this service 
ServiceInsight,"Lack of consistency with keeping conductivity. It Can lack user friendly features from time to time when it comes to communicating with other vendors attached to VAWS. It gives you an option to email outside attributes but doesn't always seem to deliver messages sent. There should be a more direct communication string that lets you see important messages sent back from the vendor or that you send to them that get directed to the recipient except through an email a message attached to the work order when it's closed. Also, the client needs to have a better understanding, at times, with what work gets sent to maintenance requests and other tasks outside of our scope "
ServiceInsight,I think if you had some training videos that will show us how to navigate through the site that would be perfect.  
ServiceInsight,"The report process is lengthy and after putting all the settings right, it still doesn't generate reports "
ServiceInsight,it would be great to get an app for the phone that works as good as the computer version. thanks Myron
ServiceInsight,"UI overhaul focus on lessening the amount of ""Clicks"" required to achieve an outcome."
ServiceInsight,"The tools is not friendly user.  It has archaic graphics, complicated search tool,  hard to find what we need.  Many times my team and I want to update a WO and we end asking for help in our organization because the tool does not provide the right access we need.    We are not allowed to integrate new PM schedules and always depend on others, but the response time is always more than a month.  Our productivity has depleted with this tool and the client prefer not to use it, since they never can't allocate their WO in the right field."
ServiceInsight,Be able to view a password when entered into the login page.  This would be huge and potentially cute down on password resets.
ServiceInsight,improve reporting
ServiceInsight,"Constantly getting kicked out of the mobile app makes things problematic, especially if someone else puts time on that work order. I have been locked out for weeks in the past because of this issue. The location being placed before the unit information is an issue. I think it should be, unit (by clients unit number), location, site, then bookkeeping or some whatever stuff. On the back end, we need the date in, date due, unit, who put the work order in, and the problem. The site information can come later. People usually know at what site they are working."
ServiceInsight,The preventive maintenance is not friendly. Also is needed in local language and with local job plans and frequencies.
ServiceInsight,"Systems take long to load or refresh . Often kick out , Hard to find the vendor or a category of jobs .   If you want to know what kind of tools could beat SI7 , look at Monday app . This is very user friendly and efficient "
ServiceInsight,"Small quality of life changes. Less of a need to constantly sync, and more streamlined menus in IMFM."
ServiceInsight,"When viewing the Quick List, regardless of how many WO lines a user applies in the system (I have it set to 75 lines), only 9 are visible, because of the fixed letter box style panel they are listed in. If this was expanded so that more were visible, making better use of the browser window available, WOs would be much easier to find when scrolling up and down the list.  WOs that have been closed have their status changed to ""posted"" after a period of time. It is not possible to link new WOs to posted WOs as related. This would be useful, as relating tickets builds a knowledge base over time."
ServiceInsight,Frequently experienced connectivity issues 
ServiceInsight,Very User Friendly program
ServiceInsight,"make it mandatory to have problem description along with problem location and other key details, before someone can submit a work order. make it have more steps to complete a work order so people who need the info get it an those who don't give enough will start correctly filling the request out "
ServiceInsight,A number of the processes require numerous steps to confirm an action and to clear the actions acknowledgment.  NTE uplift is totally illogical   These problems may be driven by user approval levels.
ServiceInsight,none
ServiceInsight,The system is not very intuitive. 
ServiceInsight,self generating work orders are over complicated being that you have to put your information in several times instead of a quick problem/ solution work order with labor time. Asset management isnt very user friendly for finding equipment or past work orders. 
ServiceInsight,Wish lists.  Site IDs on the work order would help. Not receiving a  email when I reassign a work order. It just fills my in box.
ServiceInsight,"SI could be improved with more functionality. If we didn't have Coupa and could do everything in SI, it would help. PO's are time consuming, price increase or decrease takes time. One stop shop would be so helpful."
ServiceInsight,None
ServiceInsight,Provide user friendly instruction/guide for information needed/how to fill out a req. 
ServiceInsight,Everything looks to be working out fine.
ServiceInsight,The only issue I have consistently is with login to the mobile app.  I usually have to try multiple times to login successfully. 
ServiceInsight,"Not for me, but for contractors I do business with. They need more help navigating the system/portal."
ServiceInsight,not at this time
ServiceInsight,"Integrate the NTE feature in SI with financial software, like JDE. Additionally, when a global vendor is added into SI in one country, the Global Strategic Sourcing team should ensure the vendor is populated in all applicable countries so that CBRE Clients can take advantage of this value add service model."
ServiceInsight,On the top of every page. If there could be a field in which you can type in a workorder number for quick search access. Sometimes im on the phone and have to type in the workorder number the client is telling me. Be say I have just done a site history search - now I have to find the drop down to get to workorder history and then type in the workorder number instead of just being able to search the workorder number from my original page. The home page/ opening page should also have this feature so I can dive into workorders as soon as i log in. 
ServiceInsight,It should be translated into different languages. I'm from the LATAM region and my native language is Spanish. I would prefer to use it in Spanish and so my team.
ServiceInsight,Printing reports does not always work for what I need
ServiceInsight,SI7 and Coupa need to be integrated. Once a WO is dispatched to a vendor the WO is basically useless and becomes a record. Running any kind of cost analysis report has to be done separately because you can't pull in labor (CBRE) and vendor labor/parts together.  Vendors resist and don't use VAWS. With Coupa it's not needed anyways. A PO is created right away not like JDE. 
ServiceInsight,Lag to run reports or Lag in general when entering work orders. Timing out of the system with no warning or notification
ServiceInsight,SI7 is used at a number of company sites globally - my understanding is we have a universal template that must work for all sites. This means the UI is not particularly intuitive as tasks that are operationally relevant to one site in e.g. India sit in the menu and may be raised by requestors in London - however the task is not relevant to London. Would be great to be able to tailor the UI 'per site' - as I'm sure around the world buildings have different offerings and vocab for tasks etc 
ServiceInsight,If the everyday repeated request can populate easily at the start of an entry that would simplify the process.
ServiceInsight,You may have a way of doing this that I don't know about. Let's say I have a pm ID for air fan. Well that ID for that all the air fans in the building are the same. I can't get SI7 to assign the af on one floor to one tech and assign another af to a different tech automaticly. I have to send all af to myself and then assign them to my techs. Waste a lot of time.
ServiceInsight,Fix some technical issues the work orders sometimes have and have a faster system.
ServiceInsight,I am kicked out of the system regularly when working for long periods of time.  Overall it is a good work order system.
ServiceInsight,It would be beneficial to be able to make copies of WOs.  Site number/location codes would be useful in the WO number.
ServiceInsight,"It is difficult to track work request.  It would be better with without the need for ""like"" or ""%""."
ServiceInsight,It shouldn't take 22 steps to create a work order.
ServiceInsight,1. PM library access to be restored since Jarvis access is still not available 2. vendor database: Multiple vendor record for same vendor creates confusion. Should be cleaned up. 3. JDE interconnection: more stable JDE data transfer to avoid delay in invoice processing
ServiceInsight,There are certain functions with the system that I wish were a little easier. 
ServiceInsight,I cant see what inside the request writing when I controlling my work section.
ServiceInsight,the options within the portal don't align with some of the requests needed here on site. i have to select drop downs that don't apply and then provide specific directions within the comments section. 
ServiceInsight,Sometimes the available options in the pull down menus don't line up well with the actual issue.  I'm not aware of a good way to filter requests only by my buildings.  The dashboard and the service history report show me every work order in the company.
ServiceInsight,"The only complaint I have is that I have to close orders on my mobile device, It would be so much easier to do all from desktop or if we have a windows based Ipad or notebook"
ServiceInsight,SI could be more user-friendly in part of asset database changes - bulk modifications etc
ServiceInsight,"Mobile aMFM:  This is the simplest tool to use, as it is more intuitive, but I don't like the following points: Very tricky to find the correct problem code. I keep typing in keywords until I find one that best suits my problem. I don't like the way of indicating nonconformities in building inspections. There are 3 stars and they indicate NA, No and Yes. I don't think it's functional.  Si Request: This tool inserted in the customer portal has a straightforward layout, but it is not easy to find the problem code either. Customers mostly open the wrong ticket, which causes the wrong priorities  Service insight portal: The site is not intuitive at all. I really don`t like to use it. To open a WO is very confusing and I don`t know one single person in my contract that uses it. Public export filters need some extra knowledge to use them. Quick list filters need to be exactly accurate with the data we want, otherwise, they won't appear"
ServiceInsight,"More focused needs to be placed on actually paying the vendors on time, and maybe shifting from the 90 day payment terms to a shorter timeframe. The payment process alone has been hurting our relationships with vendors. "
ServiceInsight,"It would help if there was more consistency with SI desktop, iMFM, and VAWS. The way you see the same data is so different between each application. "
ServiceInsight,As a new manager here at Cisco I am not up to date yet on all the processes used so I will need more time to make a sound judgement
ServiceInsight,"Some of the sub-categories are not obvious, such as ""other services"", etc. when trying to find the issue you're trying to address.  Meeting room set-up should be easy to find, etc."
ServiceInsight,I would like to see the due dates before I open the work orders.   
ServiceInsight,Service Insight could move a lot faster. It has a lot of glitches
ServiceInsight,"The tool is not practical, it is very inflexible and does not allow full visualization of work orders. Where information can be consulted, maybe I DON´T know to use it and exploit its potential."
ServiceInsight,"as a recording tool it does the job, I have the ability to use SI and imFM for the same service, it is unfortunate that they are not more similar in use. so, I only use the computer it is faster. I spend too much time on using it but it is required."
ServiceInsight,"I find the system, especially when coupled with Coupa/MyBuy to be very bulky and confusing.  I work with it since it's what we have, but would prefer something more streamlined."
ServiceInsight,"Service Insights is a necessary tool to use for properly doing my job. I do however find that there are a number of glitches that occur that can make things difficult. But overall, it is a helpful tool."
ServiceInsight,"Coming from using Corrigo this system is less efficient, slow, and lacks some of the tools other systems have. "
ServiceInsight,"1. Unable to use open SI on multiple accounts at the same time. eg: WAYMO and ANZ 2. There are instances when I cannot click on NTE request, not sure if the system will time out by itself. As a work around, I log out and log in, most cases, twice just to ensure the button works. "
ServiceInsight,Perhaps more access for techs. 
ServiceInsight,"We also use VAWS a part of the Service Insights suite.  The tool is useful because it is what we have. However, I have experienced some difficulties with the setup/configurations. For instance, the Set G/L-subledger.  Also, accessing some of the actions through tabs and others through grids.  A person could miss that all together.  I have submitted several enhancement requests and can't wait to hear the results. "
ServiceInsight,Make it more user friendly and have more info on the assets we have onsite. Give us the ability to add/change asset info. Make the call entry and compleation process easier and faster to complete. Make the app easier to use. Text our work phone when a new work order is made and when they are coming due. Create a bar code scan tool. Customize check list for PM and job steps. Have better unit info and ability to add asset to new work order for tracking. Have a real time help line for techs having trouble with SI7.
ServiceInsight,Not very robust nor intuitive interface. Personally I   would like ( among other things ) better print options so that one can print out task lists/ procedures etc into hardcopy instead of being fully limited to referring back to electronic device all the time.
ServiceInsight,Please look into a more user/vendor friendly system.  Going to multiple sites isn't very efficient.  This current SI system is cumbersome at best. 
ServiceInsight,"Serviceinsight provides really good service. However, sometimes the Si7 takes a long time to load on Job Steps.  And it won't be able to type on the next service list box until the last one has been autosaved. ( For the PM work order that I have, it has 80+ list inspection items, it will take a while) if the job step can provide the customer with a manual save/autosave option or upload faster, that will be wonderful.  Thanks"
ServiceInsight,a more modern interface
ServiceInsight,Not too sure what's ServiceInsight is. Was not introduce to the team.
ServiceInsight,"There are a good amount of general usability problems such as the ""View Service Request"" functionality and your ability to easily identify status changes/updates to your open work orders."
ServiceInsight,"Sometimes the platform as such has speed problems or integration with other platforms, for example: MyBuy, generation of emails or notifications, it is slow to load files"
ServiceInsight,"I think there are too many steps to rise a ticket. it is small things each of them but taking time in total. for example, need to click ""start"", type and select my name after login to the system and need to type the request and completion both. need to click a dispatch..  Daily basic request, we do not have something particular to type comments, so I hope I can rise a ticket without key board, just using only mouse is better then.  "
ServiceInsight,It could include parts listing
ServiceInsight,"Mobile app version can't be logged in and used. Desktop version is not user friendly, slow to load data and very difficult to use the filtering function."
ServiceInsight,"Sometimes when I sue the Chinese vision, The  WO completed time will in the future time.Not the input time.   And I want to create the PO from si7, if I use the Chinese description , sometimes will no PO create  in Mybuy."
ServiceInsight,Perfect
ServiceInsight,To be able to cancel or approve PO's
ServiceInsight,Improve the reporting system.
ServiceInsight,It will be a great help to save time when you have made an FCR wo and have entered documents so that they are transferred to the SUP wo/Po you make
ServiceInsight,After crush in april i have problem with Target time is ''Quick list new'' because the date is constantly changing...
ServiceInsight,make more user friendly
ServiceInsight,Entering a ticket thru the call entry with a timer feels very controlling and old fashioned.
ServiceInsight,No comments
ServiceInsight,I think I need some training sessions. It´s good to have a plan to introduce SI and improve its use.
ServiceInsight,"Seems like the program hasn't been updated since the 90's, it looks very old and not user-friendly"
ServiceInsight,Service Insight is a very outdated program which often crashes so you have to reload and is also very slow program. This is very frustrating and time consuming. 
ServiceInsight,Clearer method to retrieve WO's accidentally/incorrectly closed.
ServiceInsight,"The performance and speed leaves a lot to be desired - you wait MUCH too long between steps. besides, you don't need this confirmation pop-up at all. You need two clicks each time and accordingly more time for a confirmation that a work step is done. this extends the time for a WO additionally."
ServiceInsight,Many are times am not able to log in to SI 7 i keep getting messages to contact administrator to unlock my account. the downtime on SI 7 is also not good at all
ServiceInsight,"I find warnings every time a ticket is entered and I think it's a debug. often does not send the email to the requestor. to print a ticket you have to do 6 different steps, this is a big waste of time"
ServiceInsight,Frequent logouts from the program.
ServiceInsight,"SI7 is always extreme slowly even i use Edge, chrome, deleted cookie and etc. and SI7 has bad optimization for the web interface - i use 32 inches monitor and it shows just 10 row on one screen"
ServiceInsight,"In comparison to NVS's tool, SI7 is complicated, overpopulated with options (for office needs) and visually overcrowded. "
ServiceInsight,SI7 can be quite slow when raising a ticket. I would like if there were click buttons to acknowledge a ticket as opposed to going in to the menu to change the status. I work on Reception so I can get easily distracted with Visitors.
ServiceInsight,older version you were able to back date when completed... this system is more suited for a service company rather than in house facilties
ServiceInsight,"main issue is lagging of desktop site, every click can be a few seconds that all add up therefore less likely to usse it to full potential , also site and app logs out user too quickly so forever logging on, biometric log on in mobile app would be good "
ServiceInsight,"Do some research on the market and check how modern applications work. For example Singu FM or many, many others."
ServiceInsight,Cannot reassign to contractors with the mobile app. This would be very helpful
ServiceInsight,"It would be more practical if PA tickets were enabled through the mobile app as well. Currently there is no option to modify the type of ticket from SR to PA. The system level tree could be improved. If a ticket is opened on behalf of the client, they have no visibility on it. It would be beneficial to have key subcontractors on site have access and be able to open tickets like in the previous application (canteen, 3rd party maintenance, security, etc.). It would also add greatly to the usefulness if the platform was available in local language. Many of the manufacturing staff on my site does not speak English. It seems that the review function does not function properly. The customer receives the email, but when they click on the link it either says it has already been used or doesn't open the review platform.  It would be a more useful tool if the navigation/usage etc. was more practical."
ServiceInsight,"SIRequest bug reporting system not working. Even though we are supposed to launch it from July.   We have a test group at the client's. I receive information from the client that they can't submit a request or log in, I get login errors that we don't know what they mean. I've been getting a different error every time since last week and I can't complete the request every time. Below is a test login from this morning, I supposedly logged in, but I can't send the application"
ServiceInsight,There are a lot of restrictions in SI that make it a difficult program to self-serve in and to customize to improve the customer experience. Navigational functionality steps do not make the user experience efficient. I have a list if interested. 256-990-9087
ServiceInsight,I can be more interactive and user friendly. 
ServiceInsight,"The system could have local support, able to serve each market and training materials translated into several languages ​​for use by the managers of each contract, in addition, new users when registering do not automatically receive a password as already done in the past. thanks."
ServiceInsight,"It would be awesome if there was a field indicating whether or not the property is leased, owned or partially managed."
ServiceInsight,"We are in the middle of an active RFP that includes competitors like JLL and Cushman.  The feedback that we've received from our client is that ServiceInsight significantly lags the technology used by our competitors.  While I understand CBRE is investing heavily in Jarvis, I am not aware of any end users that are involved in the development process.  In the spirit of inclusivity I would like to see CBRE include service engineers and facility managers in the Jarvis development process.  Lastly I do not feel the CMMS Manager who reports to me receives an appropriate level of support from our ServiceInsight platform.  My primary concern is the manner in which ServiceInsight tickets are managed.  I would be happy to discuss this further with anyone who would be willing to hear that feedback."
ServiceInsight,"WE need to get more training to our customer on how to submit work order through Service Insight. I am showing a lot of customer how to use it. Plus the one that are submitting work orders, they are over the spectra and I spend time to correct them, so we a get a true count on issues we are working on."
ServiceInsight,"   sometimes it can get confusing, to many fields to fill out to open a work order."
ServiceInsight,I'd love to be able to attach multiple images at once instead of just one attachment at a time.
ServiceInsight,无
ServiceInsight,Improvement is required that we should able to see previous tickets.
ServiceInsight,Make it easier to attach attachments to a work order/request
ServiceInsight,Overall it is good to have because we can track the WOs which are requested from the Employees as well as can track the PMs for execution & closure on time.
ServiceInsight,Why fix it if it isn't broken 
ServiceInsight,1. The system needs to be able to be non 'helpdesk' capable. 2. the user interface is clunky and out dated 3. Global job plans should consider the technical legal standards in all countries - reference work by Kevin Hill's team. 4. ability to 'see' the asset list is too complex 5. inclusion of a 'statutory' flag for assets and PPM
ServiceInsight,SI7 needs to be more user friendly. It takes a lot of steps to get to where you need to go. If you can lessen the steps to say get to reports or PM'S to adjust it would be easier. 
ServiceInsight,"Overall Service Insight is user friendly and intuitive. My main complaint is the fact I have to refresh it every 5 minutes in order for the QuickList to stay active. Or, if I am working on something, exit and come back, it appears to be 'active' when the second you hit something it has to refresh. It would be better to just time out completely and return to the log in screen if it can't stay actively running, so at least you don't falsely believe your info is active and correct when it's not. "
ServiceInsight,incorporate the 360 into the applicatons to prompt a safety review before any work is completed.
ServiceInsight,"There are too many windows to get the basic information on a single workorder. We wish it could be all on one.  Clients complain that have to submit workorders that it is cumbersome. They don't always choose the correct workorder because they don't know where the correct selection is located, or they dont know what to select. If they choose the wrong selection it gets routed to the wrong person and we are unaware it has been submitted. And there it sits in cyber space.  Verbige is unclear for the client. A pop up window explaining the selection, or who it gets assigned too would be helpful. Being able to save a desktop layout in my workorders would be helpful. It always defaults to the original field layout when you go back into the desktop later.  "
ServiceInsight,"The passwords are a real problem.  There needs to be a clearer definition about what applications change when I am required to change passwords.  There is SI7, Service Tools, Imfm, Vantage, Sharepoint Site  & Microsoft Smartsheets that all interface with each other.  When the password is changed, it changes the password in some apps but not others.  It generally takes me 2 hours to change the passwords often times it ends up with a password reset because I locked myself out of at least one application."
ServiceInsight,"I'm a new employee.  Like anything else, the more I use it, the easier it gets.  It was confusing at first, and I sometimes still get confused, but I'm beginning to understand it better and hope to be able to take better advantage of what it offers."
ServiceInsight,"Sometimes I feel the tool is very good, but as a global account, not always all the options are needed in someplaces. It varies depend on what you have in your facilities and should be flexible."
ServiceInsight,Better signal strength & not so many logins per day
ServiceInsight,"it could be a little more specific for what we do.   Say, we have jail security network which includes card reader system as a sub system to the computerized access system.  And Si7 only have card reader system... "
ServiceInsight,It would be awesome if when creating a work order if it could be completed on one screen.  When I have to create a work order with a quote there are too many steps involved.  It seems that every time that you navigate from one screen to the next you have to wait.
ServiceInsight,"Many if you want to contact me directly [email]. Off the top of my head, on the WO screen when we bring up vendor details, they do not include the email. the WO emails that are send out are confusing. When using Site History, after looking at one WO you have to re-do the search again every time (not very functional)"
ServiceInsight,"An email reminder when a deadline is upcoming. I have long projects that are categorized as P-4, but they sometimes take months. A quick email reminder would be great.  "
ServiceInsight,The interface can use some improvement.  The design looks dated.  
ServiceInsight,ServiceInsight is very easy to use but sometimes the SI is very slow and takes to much time to create a work order
ServiceInsight,"Should have the facility to log incidents. Also, it is not that user friendly. "
ServiceInsight,It is very difficult to edit information regarding your own site. There is information on there that is over a decade old! It would be nice to be able to upgrade the the site as and when it's needed.
ServiceInsight,Sooooo many bugs..... Lag has improved lately... but it's generally still slow.
ServiceInsight,Nil
ServiceInsight,"Find a way to simplify the usage for the client. There are too many selections to choose from and therefor too many mistakes that can be made. If the client does not use it every day, it takes too long to find the correct selection/enter a work order which results in them reverting to sending us a mail and CBRE having to enter all the WO's. "
ServiceInsight,It freezes sometimes which makes creating work orders for clients harder. especially if we are in the middle of creating it and we'd have to re-do everything
ServiceInsight,"Firstly, nobody in management seems to realise what users are saying, SI7 is not fit for purpose!! Things have never worked properly & since the 'upgrade' 2.5 years ago it's been worse. Over half of our jobs disappeared after the change over to SI7. Our guy met with the SI7 rep for 2 days, went through all the problems & nothing was changed or done about them. Task cards are not correct for jobs. You can't add hours or edit after a jobs closed. You can't see other users times that have been booked to a job so can't tell if times overlap. You can't drag & drop jobs in the dashboard any more. Why did you waste time developing JARVIS when it's hardly used & the core basics aren'y running properly? Why is no-one in management willing to step up & get things fixed & working properly?   These are just some of the problems, but no-one listens to the boots on the ground when they're saying thing's need to be fixed for us to do our jobs properly!"
ServiceInsight,"The program is useful, but we continue with some improvement suggestions."
ServiceInsight,I am frequently disconnected even minutes after re-connecting. The problem occurs more often when using the Client laptop from their secure network. It happens less often on hotspot or personal wi-fi.
ServiceInsight,To open  a sub PM is too complicated. As well I face often issues by dispatching date of a work order. which is marked in the past and then too late to close properly the PM (wiht a smily green face for success) 
ServiceInsight,"The display boxes in the PM jobs screen, are just small enough to be maddening. There is room on the screen for larger boxes, so you can see all of the details in the PM job boxes that display the PM jobs without having to scroll a half inch, but this room isn't utilized. Also, when checking the Cycle Statuses in the PM jobs, only the work order(s) for one cycle show in the data results list below, even if more than one cycle ran for the time frame indicated - you have to use a drop down for the Cycle Instance field to see all of the cycles that ran during the time frame. It would be very helpful to see ALL work orders that ran during the time frame indicated/selected. "
ServiceInsight,Adding a receipt attachment to FPO created on MFM after the FPO is created be extremely helpful 
ServiceInsight,The system and the labels aren't necessarily intuitive for the user. The client approval process needs work as many budget holders are site-level rather than global and all work to a set PO issued to CBRE. The Vendor link to MyFinance and MyBuy will be interesting to see and explore.
ServiceInsight,"I'm still learning how to use the software, so I don't have much improvement comments other than the look and feel seems very outdated."
ServiceInsight,"Options for site, building/floor/area should be consistent throughout all locations for all ticket types. Ie: Male vs. Men's and Female vs. Women's. Both are within the same dropdown.   Would like to see Site or Grounds an option for ALL building/floor location options under each category.  Would like to see Locks (CBRE function, not Security), Konica (repair / ink replacement / paper), and Flooring Repair under Quick Requests  Correct spelling under Quick Requests for Food Service Requst (should be Request)  "
ServiceInsight,"I would like to be able to use SI7 as a financial tracking tool, but currently unable which makes inefficient use of my time. "
ServiceInsight,Response time and attention has improved in the last several months. That has been the greatest difficulty in the past. Appreciate the notable difference. Continued prompt response and troubleshooting will help improve team satisfaction.
ServiceInsight,its slow and reports are ridiculously difficult to pull correctly and with what you actually need
ServiceInsight,harder to find closed tickets if a need arises on an audit when you dont know a number of a ppm 
